YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2015,206492287,FRIENDS HOUSE,04/01/2014 12:00:00 AM,03/31/2015 12:00:00 AM,Sonoma,Not-for-Profit,7552,1992,4241,4989,39067,0,0,4037
2014,206492287,FRIENDS HOUSE,04/01/2013 12:00:00 AM,03/31/2014 12:00:00 AM,Sonoma,Not-for-Profit,7084,48,6235,3531,40915,0,0,5720
2013,206492287,FRIENDS HOUSE,04/01/2012 12:00:00 AM,03/31/2013 12:00:00 AM,Sonoma,Not-for-Profit,4691,0,11431,3940,33291,0,0,2601
2012,206492287,FRIENDS HOUSE,04/01/2011 12:00:00 AM,03/31/2012 12:00:00 AM,Sonoma,Not-for-Profit,7258,0,6746,3515,25842,0,0,2183
2011,206492287,FRIENDS HOUSE,04/01/2010 12:00:00 AM,03/31/2011 12:00:00 AM,Sonoma,Not-for-Profit,6792,2037,4076,5120,25140,1752,0,1426
2015,206494001,SPRING LAKE VILLAGE,04/01/2014 12:00:00 AM,03/31/2015 12:00:00 AM,Sonoma,Not-for-Profit,23517,7273,12251,18269,59786,0,0,7407
2014,206494001,SPRING LAKE VILLAGE,04/01/2013 12:00:00 AM,03/31/2014 12:00:00 AM,Sonoma,Not-for-Profit,22027,1879,30538,32670,115785,0,0,10155
2013,206494001,SPRING LAKE VILLAGE,04/01/2012 12:00:00 AM,03/31/2013 12:00:00 AM,Sonoma,Not-for-Profit,19332,7242,16163,28642,74075,0,0,3550
2012,206494001,SPRING LAKE VILLAGE,04/01/2011 12:00:00 AM,03/31/2012 12:00:00 AM,Sonoma,Not-for-Profit,8720,2185,11162,17745,67543,0,0,0
2011,206494001,SPRING LAKE VILLAGE,04/01/2010 12:00:00 AM,03/31/2011 12:00:00 AM,Sonoma,Not-for-Profit,6862,1662,15275,15219,67878,0,0,0
2015,206494078,BROOKDALE FOUNTAINGROVE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sonoma,Investor Owned,12982,3299,7348,13158,36910,0,0,0
2014,206494078,BROOKDALE FOUNTAINGROVE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sonoma,Investor Owned,13413,1475,541,11395,47498,0,0,0
2013,206494078,BROOKDALE FOUNTAINGROVE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sonoma,Investor Owned,12508,2571,2992,15617,36187,0,0,0
2012,206494078,BROOKDALE FOUNTAINGROVE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sonoma,Investor Owned,14940,1964,8118,11720,40779,0,0,0
2011,206494078,BROOKDALE FOUNTAINGROVE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sonoma,Investor Owned,13707,1571,7836,10778,38624,0,0,0
2015,206500806,BRANDEL MANOR,08/01/2014 12:00:00 AM,01/31/2015 12:00:00 AM,Stanislaus,Not-for-Profit,24333,4275,12266,18831,54925,0,0,5613
2015,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,41504,2077,33144,21812,106076,0,0,2485
2014,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,42636,1984,28760,22672,102506,0,0,1914
2013,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,41836,2124,22294,22696,105889,0,0,0
2012,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,41427,1993,22021,23430,104745,0,0,0
2011,206500820,HY-LOND HEALTHCARE CENTER - MODESTO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,40606,1916,21974,23446,102020,0,0,0
2015,206500821,CASA DE MODESTO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Not-for-Profit,20605,2078,5970,22319,70479,0,0,0
2014,206500821,CASA DE MODESTO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Not-for-Profit,20025,2122,7830,21720,66386,0,0,0
2013,206500821,CASA DE MODESTO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Not-for-Profit,20314,1902,9746,19614,66832,0,0,0
2012,206500821,CASA DE MODESTO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Not-for-Profit,19102,1878,8788,20578,64273,0,0,0
2011,206500821,CASA DE MODESTO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Not-for-Profit,20860,1878,7564,22040,66865,0,0,0
2015,206500827,GARDEN CITY HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,35699,3688,13828,42316,88477,0,0,0
2014,206500827,GARDEN CITY HEALTHCARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,35506,3626,14148,41743,86023,0,0,0
2013,206500827,GARDEN CITY HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,35957,3789,19497,36669,82687,0,0,0
2012,206500827,GARDEN CITY HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,35537,3560,20262,35823,79764,0,0,0
2011,206500827,GARDEN CITY HEALTHCARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,36119,3984,21268,36496,82002,0,0,0
2015,206500855,ACACIA PARK NURSING & REHAB CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,29481,1813,6890,24274,72939,0,0,1986
2014,206500855,ACACIA PARK NURSING & REHAB CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,27820,1848,7457,22039,64882,0,0,0
2013,206500855,ACACIA PARK NURSING & REHAB CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,27964,1800,6565,22379,63745,0,0,0
2012,206500855,ACACIA PARK NURSING & REHAB CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,26811,2080,6243,24840,60462,0,0,0
2011,206500855,ACACIA PARK NURSING & REHAB CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,28074,2080,9133,26281,62545,0,0,0
2014,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,59061,1864,23651,39783,150749,0,0,667
2013,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,57698,1885,25624,36610,145460,0,0,0
2012,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,55905,1910,23197,36805,150412,0,0,1356
2011,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,57904,1885,25178,37336,158674,0,0,705
2015,206500997,RIVERBANK NURSING CENTER,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Stanislaus,Investor Owned,30926,1835,3891,29095,74176,0,0,0
2014,206500997,RIVERBANK NURSING CENTER,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Stanislaus,Investor Owned,29817,1872,4061,28334,73215,0,0,0
2013,206500997,RIVERBANK NURSING CENTER,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Stanislaus,Investor Owned,29066,1731,4600,28001,70078,0,0,0
2012,206500997,RIVERBANK NURSING CENTER,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Stanislaus,Investor Owned,31109,1915,4557,26406,80394,0,0,0
2011,206500997,RIVERBANK NURSING CENTER,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Stanislaus,Investor Owned,30449,1922,5349,24389,77128,0,0,0
2015,206501094,MODESTO POST ACUTE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,29574,2024,6768,26207,71116,0,0,476
2014,206501094,MODESTO POST ACUTE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,29197,2032,6512,22963,70825,0,0,0
2013,206501094,MODESTO POST ACUTE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,30367,1695,11197,26872,72248,0,0,0
2012,206501094,MODESTO POST ACUTE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,32213,2221,10144,25125,80210,0,0,0
2011,206501094,MODESTO POST ACUTE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,30997,2144,7021,23949,75664,0,0,0
2015,206501354,AVALON CARE CENTER - MODESTO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,16037,1744,9854,7992,45846,0,0,0
2014,206501354,AVALON CARE CENTER - MODESTO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,21850,1828,10407,10490,56787,0,0,0
2013,206501354,AVALON CARE CENTER - MODESTO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,20809,1780,15840,3937,53556,0,0,0
2012,206501354,AVALON CARE CENTER - MODESTO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,22664,1949,14188,7179,62738,0,0,0
2011,206501354,AVALON CARE CENTER - MODESTO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,22167,1872,12183,9913,55321,0,0,0
2015,206501355,SAN LUIS CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,22465,2009,5783,19206,50469,0,0,0
2014,206501355,SAN LUIS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,22794,2004,5693,17388,55445,0,0,0
2013,206501355,SAN LUIS CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,23752,2025,6599,16204,58664,0,0,0
2012,206501355,SAN LUIS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,23546,2082,6817,16807,59888,0,0,0
2011,206501355,SAN LUIS CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,23658,2088,7021,15913,58587,0,0,0
2015,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,07/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,5195,1127,33,4824,13334,0,0,0
2014,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,10641,2080,3237,7502,32309,0,0,0
2013,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,10768,1275,4422,5957,33360,0,0,0
2012,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,10657,1775,4227,7021,32321,0,0,0
2011,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,10927,1922,2898,5695,32688,0,0,0
2015,206501990,MAIN WEST POSTACUTE CARE,07/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,16934,2253,3724,17841,39368,0,0,0
2014,206501990,MAIN WEST POSTACUTE CARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,33536,2146,10758,41760,74271,0,0,0
2013,206501990,MAIN WEST POSTACUTE CARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,34288,2257,7624,28158,102240,0,0,0
2012,206501990,MAIN WEST POSTACUTE CARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,31993,2088,7270,24458,93135,0,0,0
2015,206502207,CRESTWOOD MANOR - MODESTO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,61015,1808,12074,59389,133010,15930,5058,0
2014,206502207,CRESTWOOD MANOR - MODESTO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,62385,1880,11833,58917,136373,23929,0,0
2013,206502207,CRESTWOOD MANOR - MODESTO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,61953,2152,9619,57611,139167,0,23007,0
2012,206502207,CRESTWOOD MANOR - MODESTO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,62561,1828,10603,54157,137421,15286,9068,0
2011,206502207,CRESTWOOD MANOR - MODESTO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,61578,1830,9661,51705,133102,14792,7865,0
2015,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,07/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,7523,1040,1377,7426,17973,0,0,0
2014,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,15364,2135,2180,15198,33390,0,0,0
2013,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,14840,2128,2737,13070,37110,0,0,0
2012,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,14992,2088,902,15306,36432,0,0,0
2011,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,15706,2164,754,14070,38914,0,0,0
2015,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,56605,9721,13423,59346,151330,0,0,2556
2014,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,59109,13853,17297,60266,150376,0,0,5686
2013,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,59146,11233,22179,57321,146497,0,0,5939
2012,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,59324,9636,20099,62608,144786,0,0,5108
2011,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,60235,13987,17498,56504,148064,0,0,4050
2015,206504002,TURLOCK NURSING & REHABILITATION CTR,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,48291,2002,18508,52090,102178,0,0,0
2014,206504002,TURLOCK NURSING & REHABILITATION CTR,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,49403,1912,17627,51354,105685,0,0,0
2013,206504002,TURLOCK NURSING & REHABILITATION CTR,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,49913,2007,21481,47755,105758,0,0,0
2012,206504002,TURLOCK NURSING & REHABILITATION CTR,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,49634,2024,24204,45111,101840,0,0,19
2011,206504002,TURLOCK NURSING & REHABILITATION CTR,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,50108,2751,23593,48495,103586,0,0,0
2015,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Stanislaus,Investor Owned,31745,1181,17286,34522,69140,0,0,0
2014,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Stanislaus,Investor Owned,34444,1752,22641,27707,76556,0,0,0
2013,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Stanislaus,Investor Owned,34379,2009,24753,24426,76974,0,0,0
2012,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Stanislaus,Investor Owned,34197,2002,27982,23060,77358,0,0,368
2011,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Stanislaus,Investor Owned,34051,1874,25327,21536,76874,0,0,371
2015,206504035,COVENANT VILLAGE CARE CENTER,02/01/2014 12:00:00 AM,01/31/2015 12:00:00 AM,Stanislaus,Not-for-Profit,17376,3588,4756,12337,45477,0,0,3212
2014,206504035,COVENANT VILLAGE CARE CENTER,02/01/2013 12:00:00 AM,01/31/2014 12:00:00 AM,Stanislaus,Not-for-Profit,17363,3342,3540,14079,44722,0,0,3030
2013,206504035,COVENANT VILLAGE CARE CENTER,02/01/2012 12:00:00 AM,01/31/2013 12:00:00 AM,Stanislaus,Not-for-Profit,17250,3525,4675,15592,48265,0,0,3855
2012,206504035,COVENANT VILLAGE CARE CENTER,02/01/2011 12:00:00 AM,01/31/2012 12:00:00 AM,Stanislaus,Not-for-Profit,17920,3602,2727,11814,41977,0,0,1236
2011,206504035,COVENANT VILLAGE CARE CENTER,02/01/2010 12:00:00 AM,01/31/2011 12:00:00 AM,Stanislaus,Not-for-Profit,18115,4010,4494,14258,53779,0,0,2209
2015,206510856,YUBA CITY CARE CENTER,01/01/2015 12:00:00 AM,12/15/2015 12:00:00 AM,Sutter,Investor Owned,17995,1993,4876,14495,41332,0,0,1617
2014,206510856,YUBA CITY CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sutter,Investor Owned,19456,1993,3003,17636,44143,0,0,2048
2013,206510856,YUBA CITY CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sutter,Investor Owned,19223,2112,4943,13565,44315,0,0,1912
2012,206510856,YUBA CITY CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sutter,Investor Owned,19316,2024,3935,14345,43467,0,0,1947
2011,206510856,YUBA CITY CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sutter,Investor Owned,19157,1977,1675,16683,41631,0,0,1886
2015,206511095,YUBA SKILLED NURSING CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sutter,Investor Owned,36339,2080,18200,26917,90877,0,0,0
2014,206511095,YUBA SKILLED NURSING CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sutter,Investor Owned,37959,2080,20435,27303,88672,0,0,0
2013,206511095,YUBA SKILLED NURSING CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sutter,Investor Owned,35784,3350,18868,22308,95647,0,0,0
2012,206511095,YUBA SKILLED NURSING CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sutter,Investor Owned,35395,2013,23783,14965,85624,0,0,0
2011,206511095,YUBA SKILLED NURSING CENTER,01/01/2011 12:00:00 AM,08/31/2011 12:00:00 AM,Sutter,Investor Owned,23006,1445,8672,9303,54371,0,0,3787
2015,206514003,"FOUNTAINS, THE",07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Sutter,Not-for-Profit,48009,3004,19112,47618,127159,11,0,8453
2014,206514003,"FOUNTAINS, THE",07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Sutter,Not-for-Profit,48340,1370,18572,47718,119787,176,0,8382
2013,206514003,"FOUNTAINS, THE",07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Sutter,Not-for-Profit,47920,1826,16949,50085,127751,2249,0,8350
2012,206514003,"FOUNTAINS, THE",07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Sutter,Not-for-Profit,47371,1769,13752,52774,121894,4193,0,7762
2011,206514003,"FOUNTAINS, THE",07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Sutter,Not-for-Profit,40921,6403,10406,47767,103396,3404,0,0
2015,206514008,RIVER VALLEY CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Sutter,Investor Owned,33623,3161,11071,27975,90605,0,0,0
2014,206514008,RIVER VALLEY CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Sutter,Investor Owned,33893,3788,12763,27313,85753,0,0,0
2013,206514008,RIVER VALLEY CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Sutter,Investor Owned,34061,2540,14534,22835,86850,0,0,0
2012,206514008,RIVER VALLEY CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Sutter,Investor Owned,33207,2016,11809,22950,84432,0,0,0
2011,206514008,RIVER VALLEY CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Sutter,Investor Owned,17999,797,6751,12520,46469,0,0,0
2015,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,07/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Tehama,Investor Owned,18555,1993,5497,15873,43987,0,0,0
2014,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Tehama,Investor Owned,18403,1908,8519,14077,44391,0,0,0
2013,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Tehama,Investor Owned,17647,1833,9934,11862,42279,0,0,0
2012,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Tehama,Investor Owned,17784,1808,12858,7659,42290,0,0,0
2011,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Tehama,Investor Owned,17962,1869,12046,8998,44814,0,0,0
2015,206522221,RED BLUFF HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Tehama,Investor Owned,17217,1736,4560,14003,38751,0,0,2321
2014,206522221,RED BLUFF HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Tehama,Investor Owned,18050,2013,5984,12675,44725,0,0,1945
2013,206522221,RED BLUFF HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Tehama,Investor Owned,18153,1439,4345,13988,44831,0,0,2075
2012,206522221,RED BLUFF HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Tehama,Investor Owned,18358,1410,5725,15248,43619,0,0,91
2011,206522221,RED BLUFF HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Tehama,Investor Owned,17540,1804,5323,14635,41348,0,0,62
2015,206540075,WESTGATE GARDENS CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Tulare,Investor Owned,49561,5250,21702,35465,117196,0,0,0
2014,206540075,WESTGATE GARDENS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Tulare,Investor Owned,49833,5300,21486,35545,118968,0,0,0
2013,206540075,WESTGATE GARDENS CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Tulare,Investor Owned,49283,4020,15617,40685,121784,0,0,0
2012,206540075,WESTGATE GARDENS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Tulare,Investor Owned,49654,3850,17632,43007,118361,0,0,0
2011,206540075,WESTGATE GARDENS CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Tulare,Investor Owned,22656,1175,7480,21267,55679,0,0,0
2015,206540707,DELTA NURSING & REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Tulare,Investor Owned,13809,2807,881,16934,32012,0,0,2771
2014,206540707,DELTA NURSING & REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Tulare,Investor Owned,14651,2527,1407,14674,32864,0,0,2779
2013,206540707,DELTA NURSING & REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Tulare,Investor Owned,14648,2709,436,14302,32275,0,0,1839
2012,206540707,DELTA NURSING & REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Tulare,Investor Owned,15127,2369,300,15213,34073,0,0,2315
2011,206540707,DELTA NURSING & REHABILITATION CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Tulare,Investor Owned,15192,2452,421,12911,36272,0,0,2399
2015,206540709,DINUBA HEALTHCARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Tulare,Investor Owned,32614,2349,5743,23499,73208,0,0,7814
2014,206540709,DINUBA HEALTHCARE,10/01/2013 12:00:00 AM,09/30/2014 12:00:00 AM,Tulare,Investor Owned,32559,1954,9608,21201,86097,0,0,5328
2013,206540709,DINUBA HEALTHCARE,10/01/2012 12:00:00 AM,09/30/2013 12:00:00 AM,Tulare,Investor Owned,31076,1883,9152,19626,88926,0,0,5404
2012,206540709,DINUBA HEALTHCARE,10/01/2011 12:00:00 AM,09/30/2012 12:00:00 AM,Tulare,Investor Owned,30860,1899,8496,19215,90207,0,0,5685
2011,206540709,DINUBA HEALTHCARE,10/01/2010 12:00:00 AM,09/30/2011 12:00:00 AM,Tulare,Investor Owned,31491,1827,5145,20467,88307,0,0,4717
2015,206540723,SIERRA VALLEY REHABILITATION CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Tulare,Investor Owned,46379,3918,14427,40007,111642,0,0,3526
2014,206540723,SIERRA VALLEY REHABILITATION CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Tulare,Investor Owned,45264,3920,16223,30946,109583,0,0,3692
2013,206540723,SIERRA VALLEY REHABILITATION CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Tulare,Investor Owned,45276,3978,13456,35099,110164,0,0,7401
2012,206540723,SIERRA VALLEY REHABILITATION CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Tulare,Investor Owned,38674,3423,13645,28816,94880,0,0,2373
